fold,split,pair_index,pair_id,specimen_id,q_start_frame,r_start_frame,reference_count,reference_uids_json,reference_start_frames_json,q_and_r_excluded_from_atlas
7,test,10,lineage_20170111__gap60m__p010,lineage_20170111,36000,50400,16,"[""lineage_20170111__frame0"", ""lineage_20170111__frame3600"", ""lineage_20170111__frame7200"", ""lineage_20170111__frame10800"", ""lineage_20170111__frame14400"", ""lineage_20170111__frame18000"", ""lineage_20170111__frame21600"", ""lineage_20170111__frame25200"", ""lineage_20170111__frame28800"", ""lineage_20170111__frame32400"", ""lineage_20170111__frame39600"", ""lineage_20170111__frame43200"", ""lineage_20170111__frame46800"", ""lineage_20170111__frame54000"", ""lineage_20170111__frame57600"", ""lineage_20170111__frame61200""]","[0, 3600, 7200, 10800, 14400, 18000, 21600, 25200, 28800, 32400, 39600, 43200, 46800, 54000, 57600, 61200]",True
7,test,11,lineage_20170111__gap60m__p011,lineage_20170111,39600,54000,16,"[""lineage_20170111__frame0"", ""lineage_20170111__frame3600"", ""lineage_20170111__frame7200"", ""lineage_20170111__frame10800"", ""lineage_20170111__frame14400"", ""lineage_20170111__frame18000"", ""lineage_20170111__frame21600"", ""lineage_20170111__frame25200"", ""lineage_20170111__frame28800"", ""lineage_20170111__frame32400"", ""lineage_20170111__frame36000"", ""lineage_20170111__frame43200"", ""lineage_20170111__frame46800"", ""lineage_20170111__frame50400"", ""lineage_20170111__frame57600"", ""lineage_20170111__frame61200""]","[0, 3600, 7200, 10800, 14400, 18000, 21600, 25200, 28800, 32400, 36000, 43200, 46800, 50400, 57600, 61200]",True
7,test,12,lineage_20170111__gap60m__p012,lineage_20170111,43200,57600,16,"[""lineage_20170111__frame0"", ""lineage_20170111__frame3600"", ""lineage_20170111__frame7200"", ""lineage_20170111__frame10800"", ""lineage_20170111__frame14400"", ""lineage_20170111__frame18000"", ""lineage_20170111__frame21600"", ""lineage_20170111__frame25200"", ""lineage_20170111__frame28800"", ""lineage_20170111__frame32400"", ""lineage_20170111__frame36000"", ""lineage_20170111__frame39600"", ""lineage_20170111__frame46800"", ""lineage_20170111__frame50400"", ""lineage_20170111__frame54000"", ""lineage_20170111__frame61200""]","[0, 3600, 7200, 10800, 14400, 18000, 21600, 25200, 28800, 32400, 36000, 39600, 46800, 50400, 54000, 61200]",True
7,test,13,lineage_20170111__gap60m__p013,lineage_20170111,46800,61200,16,"[""lineage_20170111__frame0"", ""lineage_20170111__frame3600"", ""lineage_20170111__frame7200"", ""lineage_20170111__frame10800"", ""lineage_20170111__frame14400"", ""lineage_20170111__frame18000"", ""lineage_20170111__frame21600"", ""lineage_20170111__frame25200"", ""lineage_20170111__frame28800"", ""lineage_20170111__frame32400"", ""lineage_20170111__frame36000"", ""lineage_20170111__frame39600"", ""lineage_20170111__frame43200"", ""lineage_20170111__frame50400"", ""lineage_20170111__frame54000"", ""lineage_20170111__frame57600""]","[0, 3600, 7200, 10800, 14400, 18000, 21600, 25200, 28800, 32400, 36000, 39600, 43200, 50400, 54000, 57600]",True
8,test,0,lineage_20170925__gap60m__p000,lineage_20170925,0,14400,16,"[""lineage_20170925__frame3600"", ""lineage_20170925__frame7200"", ""lineage_20170925__frame10800"", ""lineage_20170925__frame18000"", ""lineage_20170925__frame21600"", ""lineage_20170925__frame25200"", ""lineage_20170925__frame28800"", ""lineage_20170925__frame32400"", ""lineage_20170925__frame36000"", ""lineage_20170925__frame39600"", ""lineage_20170925__frame43200"", ""lineage_20170925__frame46800"", ""lineage_20170925__frame50400"", ""lineage_20170925__frame54000"", ""lineage_20170925__frame57600"", ""lineage_20170925__frame61200""]","[3600, 7200, 10800, 18000, 21600, 25200, 28800, 32400, 36000, 39600, 43200, 46800, 50400, 54000, 57600, 61200]",True
8,test,1,lineage_20170925__gap60m__p001,lineage_20170925,3600,18000,16,"[""lineage_20170925__frame0"", ""lineage_20170925__frame7200"", ""lineage_20170925__frame10800"", ""lineage_20170925__frame14400"", ""lineage_20170925__frame21600"", ""lineage_20170925__frame25200"", ""lineage_20170925__frame28800"", ""lineage_20170925__frame32400"", ""lineage_20170925__frame36000"", ""lineage_20170925__frame39600"", ""lineage_20170925__frame43200"", ""lineage_20170925__frame46800"", ""lineage_20170925__frame50400"", ""lineage_20170925__frame54000"", ""lineage_20170925__frame57600"", ""lineage_20170925__frame61200""]","[0, 7200, 10800, 14400, 21600, 25200, 28800, 32400, 36000, 39600, 43200, 46800, 50400, 54000, 57600, 61200]",True
8,test,2,lineage_20170925__gap60m__p002,lineage_20170925,7200,21600,16,"[""lineage_20170925__frame0"", ""lineage_20170925__frame3600"", ""lineage_20170925__frame10800"", ""lineage_20170925__frame14400"", ""lineage_20170925__frame18000"", ""lineage_20170925__frame25200"", ""lineage_20170925__frame28800"", ""lineage_20170925__frame32400"", ""lineage_20170925__frame36000"", ""lineage_20170925__frame39600"", ""lineage_20170925__frame43200"", ""lineage_20170925__frame46800"", ""lineage_20170925__frame50400"", ""lineage_20170925__frame54000"", ""lineage_20170925__frame57600"", ""lineage_20170925__frame61200""]","[0, 3600, 10800, 14400, 18000, 25200, 28800, 32400, 36000, 39600, 43200, 46800, 50400, 54000, 57600, 61200]",True
8,test,3,lineage_20170925__gap60m__p003,lineage_20170925,10800,25200,16,"[""lineage_20170925__frame0"", ""lineage_20170925__frame3600"", ""lineage_20170925__frame7200"", ""lineage_20170925__frame14400"", ""lineage_20170925__frame18000"", ""lineage_20170925__frame21600"", ""lineage_20170925__frame28800"", ""lineage_20170925__frame32400"", ""lineage_20170925__frame36000"", ""lineage_20170925__frame39600"", ""lineage_20170925__frame43200"", ""lineage_20170925__frame46800"", ""lineage_20170925__frame50400"", ""lineage_20170925__frame54000"", ""lineage_20170925__frame57600"", ""lineage_20170925__frame61200""]","[0, 3600, 7200, 14400, 18000, 21600, 28800, 32400, 36000, 39600, 43200, 46800, 50400, 54000, 57600, 61200]",True
8,test,4,lineage_20170925__gap60m__p004,lineage_20170925,14400,28800,16,"[""lineage_20170925__frame0"", ""lineage_20170925__frame3600"", ""lineage_20170925__frame7200"", ""lineage_20170925__frame10800"", ""lineage_20170925__frame18000"", ""lineage_20170925__frame21600"", ""lineage_20170925__frame25200"", ""lineage_20170925__frame32400"", ""lineage_20170925__frame36000"", ""lineage_20170925__frame39600"", ""lineage_20170925__frame43200"", ""lineage_20170925__frame46800"", ""lineage_20170925__frame50400"", ""lineage_20170925__frame54000"", ""lineage_20170925__frame57600"", ""lineage_20170925__frame61200""]","[0, 3600, 7200, 10800, 18000, 21600, 25200, 32400, 36000, 39600, 43200, 46800, 50400, 54000, 57600, 61200]",True
8,test,5,lineage_20170925__gap60m__p005,lineage_20170925,18000,32400,16,"[""lineage_20170925__frame0"", ""lineage_20170925__frame3600"", ""lineage_20170925__frame7200"", ""lineage_20170925__frame10800"", ""lineage_20170925__frame14400"", ""lineage_20170925__frame21600"", ""lineage_20170925__frame25200"", ""lineage_20170925__frame28800"", ""lineage_20170925__frame36000"", ""lineage_20170925__frame39600"", ""lineage_20170925__frame43200"", ""lineage_20170925__frame46800"", ""lineage_20170925__frame50400"", ""lineage_20170925__frame54000"", ""lineage_20170925__frame57600"", ""lineage_20170925__frame61200""]","[0, 3600, 7200, 10800, 14400, 21600, 25200, 28800, 36000, 39600, 43200, 46800, 50400, 54000, 57600, 61200]",True
8,test,6,lineage_20170925__gap60m__p006,lineage_20170925,21600,36000,16,"[""lineage_20170925__frame0"", ""lineage_20170925__frame3600"", ""lineage_20170925__frame7200"", ""lineage_20170925__frame10800"", ""lineage_20170925__frame14400"", ""lineage_20170925__frame18000"", ""lineage_20170925__frame25200"", ""lineage_20170925__frame28800"", ""lineage_20170925__frame32400"", ""lineage_20170925__frame39600"", ""lineage_20170925__frame43200"", ""lineage_20170925__frame46800"", ""lineage_20170925__frame50400"", ""lineage_20170925__frame54000"", ""lineage_20170925__frame57600"", ""lineage_20170925__frame61200""]","[0, 3600, 7200, 10800, 14400, 18000, 25200, 28800, 32400, 39600, 43200, 46800, 50400, 54000, 57600, 61200]",True
8,test,7,lineage_20170925__gap60m__p007,lineage_20170925,25200,39600,16,"[""lineage_20170925__frame0"", ""lineage_20170925__frame3600"", ""lineage_20170925__frame7200"", ""lineage_20170925__frame10800"", ""lineage_20170925__frame14400"", ""lineage_20170925__frame18000"", ""lineage_20170925__frame21600"", ""lineage_20170925__frame28800"", ""lineage_20170925__frame32400"", ""lineage_20170925__frame36000"", ""lineage_20170925__frame43200"", ""lineage_20170925__frame46800"", ""lineage_20170925__frame50400"", ""lineage_20170925__frame54000"", ""lineage_20170925__frame57600"", ""lineage_20170925__frame61200""]","[0, 3600, 7200, 10800, 14400, 18000, 21600, 28800, 32400, 36000, 43200, 46800, 50400, 54000, 57600, 61200]",True
8,test,8,lineage_20170925__gap60m__p008,lineage_20170925,28800,43200,16,"[""lineage_20170925__frame0"", ""lineage_20170925__frame3600"", ""lineage_20170925__frame7200"", ""lineage_20170925__frame10800"", ""lineage_20170925__frame14400"", ""lineage_20170925__frame18000"", ""lineage_20170925__frame21600"", ""lineage_20170925__frame25200"", ""lineage_20170925__frame32400"", ""lineage_20170925__frame36000"", ""lineage_20170925__frame39600"", ""lineage_20170925__frame46800"", ""lineage_20170925__frame50400"", ""lineage_20170925__frame54000"", ""lineage_20170925__frame57600"", ""lineage_20170925__frame61200""]","[0, 3600, 7200, 10800, 14400, 18000, 21600, 25200, 32400, 36000, 39600, 46800, 50400, 54000, 57600, 61200]",True
8,test,9,lineage_20170925__gap60m__p009,lineage_20170925,32400,46800,16,"[""lineage_20170925__frame0"", ""lineage_20170925__frame3600"", ""lineage_20170925__frame7200"", ""lineage_20170925__frame10800"", ""lineage_20170925__frame14400"", ""lineage_20170925__frame18000"", ""lineage_20170925__frame21600"", ""lineage_20170925__frame25200"", ""lineage_20170925__frame28800"", ""lineage_20170925__frame36000"", ""lineage_20170925__frame39600"", ""lineage_20170925__frame43200"", ""lineage_20170925__frame50400"", ""lineage_20170925__frame54000"", ""lineage_20170925__frame57600"", ""lineage_20170925__frame61200""]","[0, 3600, 7200, 10800, 14400, 18000, 21600, 25200, 28800, 36000, 39600, 43200, 50400, 54000, 57600, 61200]",True
8,test,10,lineage_20170925__gap60m__p010,lineage_20170925,36000,50400,16,"[""lineage_20170925__frame0"", ""lineage_20170925__frame3600"", ""lineage_20170925__frame7200"", ""lineage_20170925__frame10800"", ""lineage_20170925__frame14400"", ""lineage_20170925__frame18000"", ""lineage_20170925__frame21600"", ""lineage_20170925__frame25200"", ""lineage_20170925__frame28800"", ""lineage_20170925__frame32400"", ""lineage_20170925__frame39600"", ""lineage_20170925__frame43200"", ""lineage_20170925__frame46800"", ""lineage_20170925__frame54000"", ""lineage_20170925__frame57600"", ""lineage_20170925__frame61200""]","[0, 3600, 7200, 10800, 14400, 18000, 21600, 25200, 28800, 32400, 39600, 43200, 46800, 54000, 57600, 61200]",True
8,test,11,lineage_20170925__gap60m__p011,lineage_20170925,39600,54000,16,"[""lineage_20170925__frame0"", ""lineage_20170925__frame3600"", ""lineage_20170925__frame7200"", ""lineage_20170925__frame10800"", ""lineage_20170925__frame14400"", ""lineage_20170925__frame18000"", ""lineage_20170925__frame21600"", ""lineage_20170925__frame25200"", ""lineage_20170925__frame28800"", ""lineage_20170925__frame32400"", ""lineage_20170925__frame36000"", ""lineage_20170925__frame43200"", ""lineage_20170925__frame46800"", ""lineage_20170925__frame50400"", ""lineage_20170925__frame57600"", ""lineage_20170925__frame61200""]","[0, 3600, 7200, 10800, 14400, 18000, 21600, 25200, 28800, 32400, 36000, 43200, 46800, 50400, 57600, 61200]",True
8,test,12,lineage_20170925__gap60m__p012,lineage_20170925,43200,57600,16,"[""lineage_20170925__frame0"", ""lineage_20170925__frame3600"", ""lineage_20170925__frame7200"", ""lineage_20170925__frame10800"", ""lineage_20170925__frame14400"", ""lineage_20170925__frame18000"", ""lineage_20170925__frame21600"", ""lineage_20170925__frame25200"", ""lineage_20170925__frame28800"", ""lineage_20170925__frame32400"", ""lineage_20170925__frame36000"", ""lineage_20170925__frame39600"", ""lineage_20170925__frame46800"", ""lineage_20170925__frame50400"", ""lineage_20170925__frame54000"", ""lineage_20170925__frame61200""]","[0, 3600, 7200, 10800, 14400, 18000, 21600, 25200, 28800, 32400, 36000, 39600, 46800, 50400, 54000, 61200]",True
8,test,13,lineage_20170925__gap60m__p013,lineage_20170925,46800,61200,16,"[""lineage_20170925__frame0"", ""lineage_20170925__frame3600"", ""lineage_20170925__frame7200"", ""lineage_20170925__frame10800"", ""lineage_20170925__frame14400"", ""lineage_20170925__frame18000"", ""lineage_20170925__frame21600"", ""lineage_20170925__frame25200"", ""lineage_20170925__frame28800"", ""lineage_20170925__frame32400"", ""lineage_20170925__frame36000"", ""lineage_20170925__frame39600"", ""lineage_20170925__frame43200"", ""lineage_20170925__frame50400"", ""lineage_20170925__frame54000"", ""lineage_20170925__frame57600""]","[0, 3600, 7200, 10800, 14400, 18000, 21600, 25200, 28800, 32400, 36000, 39600, 43200, 50400, 54000, 57600]",True
