dataset,fold,seed,split,arm,display,recording,uid,node_index,identity,target_slot,prediction_slot,rank,correct,target_probability,dustbin_top1,hungarian_prediction_slot,hungarian_correct
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,7,IL1R,73,73,1,1,0.4726090729236603,0,73,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,9,ASGL,23,23,1,1,0.5958108305931091,0,23,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,11,AIZR,18,39,4,0,0.024274548515677452,0,39,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,12,VB02,156,11,2,0,0.20675568282604218,0,11,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,13,ASGR,24,100,8,0,0.006746348924934864,0,100,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,14,CEPDL,57,57,1,1,0.37859851121902466,0,59,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,16,I6,69,69,1,1,0.4986805319786072,0,69,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,18,AVDL,38,42,8,0,0.004225858021527529,0,42,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,19,MCR,89,89,1,1,0.7815553545951843,0,89,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,20,MCL,88,88,1,1,0.7334758043289185,0,88,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,21,OLQDL,95,122,2,0,0.43401527404785156,0,122,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,22,AVKR,47,20,6,0,0.0358789823949337,0,20,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,24,I2L,65,65,1,1,0.4153389036655426,0,65,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,25,AWCR,54,54,1,1,0.6627820730209351,0,54,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,26,MI,90,90,1,1,0.5469584465026855,0,90,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,27,RMDDR,117,108,4,0,0.14565889537334442,0,108,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,28,AVJR,45,24,13,0,0.0010955433826893568,0,28,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,29,ADLL,4,151,7,0,0.016672106459736824,0,151,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,30,CEPVL,59,97,7,0,0.0012631436111405492,0,97,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,32,AIMR,12,156,3,0,0.10736162960529327,0,156,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,33,RICL,103,17,2,0,0.24987156689167023,0,17,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,35,RMDDL,116,112,2,0,0.26020708680152893,0,112,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,37,SMBVR,139,139,1,1,0.1698262244462967,0,139,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,38,FLPL,61,38,7,0,0.00125312979798764,0,38,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,44,ADAR,1,3,3,0,0.09083180874586105,0,3,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,46,URXL,150,150,1,1,0.4736563265323639,0,150,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,48,RIAL,99,99,1,1,0.43014806509017944,0,99,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,49,URADL,144,144,1,1,0.41629758477211,0,144,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,51,IL2L,78,78,1,1,0.6323201060295105,0,78,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,52,AIML,11,103,15,0,3.5838145322486525e-06,0,103,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,53,ADER,3,62,4,0,0.09248772263526917,0,62,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,56,IL2R,79,79,1,1,0.687471330165863,0,79,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,57,RMDR,119,35,2,0,0.32264673709869385,0,35,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,58,RMER,124,98,3,0,0.15961802005767822,0,98,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,59,RID,105,105,1,1,0.6479905247688293,0,105,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,61,M3L,84,84,1,1,0.7540220618247986,0,84,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,63,M1,82,82,1,1,0.8695574998855591,0,82,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,66,I1L,63,63,1,1,0.9190574884414673,0,63,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,67,AWCL,53,53,1,1,0.7137582898139954,0,53,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,68,IL2VL,80,80,1,1,0.3388727307319641,0,146,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,69,AVDR,39,24,24,0,2.7961998057435267e-05,0,24,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,71,ADEL,2,13,14,0,3.157137689413503e-05,0,13,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,74,AINR,14,45,6,0,0.003429116914048791,0,45,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,76,AWBL,51,51,1,1,0.7037447690963745,0,51,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,79,M5,87,87,1,1,0.44528093934059143,0,87,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,80,I2R,66,66,1,1,0.5814233422279358,0,66,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,81,RIMR,110,102,2,0,0.16925103962421417,0,102,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,82,OLQDR,96,96,1,1,0.555130660533905,0,96,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,84,AIBR,10,10,1,1,0.664124071598053,0,10,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,85,URYVR,155,155,1,1,0.47404202818870544,0,155,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,87,BAGL,55,123,3,0,0.23022770881652832,0,148,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,88,AQR,20,104,5,0,0.09684036672115326,0,104,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,89,IL2DL,76,76,1,1,0.4978491961956024,0,76,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,90,I3,67,67,1,1,0.536514401435852,0,67,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,91,URYVL,154,65,17,0,0.0002841573441401124,0,74,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,92,RMGL,127,2,3,0,0.14977018535137177,0,2,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,93,NSML,91,91,1,1,0.3693130314350128,0,91,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,98,OLLR,94,94,1,1,0.5551121234893799,0,94,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,99,M3R,85,85,1,1,0.8099626898765564,0,85,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,102,URAVL,146,80,3,0,0.1548600047826767,0,80,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,103,CEPVR,60,60,1,1,0.3986494839191437,0,60,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,106,IL1DR,71,145,4,0,0.0984332263469696,0,145,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,107,M4,86,86,1,1,0.6061506271362305,0,86,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,109,OLQVL,97,72,5,0,0.10457707941532135,0,72,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,110,AVAL,34,131,4,0,0.07575158774852753,0,131,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,111,NSMR,92,92,1,1,0.6037707328796387,0,92,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,113,IL1VR,75,60,2,0,0.26390063762664795,0,75,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,115,SMDVL,142,57,3,0,0.10873030126094818,0,57,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,116,AIBL,9,6,15,0,0.0006074343691579998,0,6,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,117,RIH,108,129,2,0,0.20040136575698853,0,129,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,118,ASHL,25,49,2,0,0.40315479040145874,0,49,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,120,ASER,22,50,3,0,0.2313472330570221,0,50,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,126,RMDVR,121,121,1,1,0.6849995255470276,0,121,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,127,SMDVR,143,58,2,0,0.27175500988960266,0,58,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,128,ADAL,0,61,3,0,0.012037774547934532,0,61,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,129,RIML,109,101,2,0,0.24018791317939758,0,101,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,133,RICR,104,110,5,0,0.07284827530384064,0,110,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,134,OLLL,93,93,1,1,0.46002882719039917,0,93,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,135,RMEL,123,123,1,1,0.3436824083328247,0,123,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,136,RMDVL,120,142,4,0,0.07354619354009628,0,142,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,137,AWAR,50,52,2,0,0.364652544260025,0,52,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,138,URYDL,152,95,6,0,0.021453270688652992,0,95,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,140,RIVL,114,114,1,1,0.6305971741676331,0,114,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,143,RMDL,118,120,6,0,0.0007422990747727454,0,120,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-09-28__5c9cf484.npz,2023-01-09-28,144,FLPR,62,18,5,0,0.029280221089720726,0,18,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,1,OLLR,94,94,1,1,0.5270704627037048,0,94,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,2,AVAR,35,35,1,1,0.3457392156124115,0,133,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,3,IL1VR,75,81,2,0,0.35804319381713867,0,81,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,4,AWBR,52,24,4,0,0.05405811220407486,0,24,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,6,AVDL,38,42,8,0,0.0036178254522383213,0,42,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,7,OLQDL,95,95,1,1,0.3830953538417816,0,122,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,8,RIVL,114,23,6,0,0.01574886031448841,0,23,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,9,URYDR,153,153,1,1,0.5174098610877991,0,153,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,13,URBL,148,55,3,0,0.13199248909950256,0,55,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,14,OLQDR,96,96,1,1,0.44576770067214966,0,96,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,15,URBR,149,124,2,0,0.25342458486557007,0,124,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,16,MI,90,67,2,0,0.37420132756233215,0,67,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,17,I4,68,68,1,1,0.39383605122566223,0,68,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,18,IL1R,73,73,1,1,0.4292232394218445,0,73,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,22,RMEL,123,123,1,1,0.37014836072921753,0,123,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,23,M5,87,87,1,1,0.9328711032867432,0,87,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,24,AWCL,53,53,1,1,0.8147315382957458,0,53,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,25,AIBR,10,10,1,1,0.5223845839500427,0,10,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,26,OLLL,93,152,2,0,0.36683031916618347,0,152,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,27,IL2R,79,79,1,1,0.3661143481731415,0,79,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,28,SMDDR,141,139,10,0,0.01110618282109499,0,139,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,30,AWBL,51,21,7,0,0.0009369800100103021,0,21,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,31,IL2DL,76,144,2,0,0.3591885566711426,0,144,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,33,URXL,150,58,8,0,0.01469249278306961,0,58,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,35,AIZL,17,109,4,0,0.021044379100203514,0,109,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,36,VB02,156,156,1,1,0.7076262831687927,0,156,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,38,SMDVR,143,143,1,1,0.36472180485725403,0,143,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,41,SMDDL,140,48,5,0,0.060689449310302734,0,48,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,44,M3R,85,85,1,1,0.6790977120399475,0,85,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,46,AUAL,32,32,1,1,0.5367990136146545,0,32,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,47,URYVL,154,97,2,0,0.3333775997161865,0,97,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,48,ADEL,2,0,3,0,0.21290676295757294,0,0,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,50,OLQVL,97,59,5,0,0.10799184441566467,0,146,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,53,CEPDR,58,151,2,0,0.32445988059043884,0,151,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,56,I2R,66,92,2,0,0.2958316504955292,0,89,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,57,RMDVR,121,35,3,0,0.1793673038482666,0,35,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,62,CEPDL,57,142,4,0,0.09437860548496246,0,142,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,64,OLQVR,98,98,1,1,0.40102776885032654,0,98,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,65,RIAL,99,99,1,1,0.5553551912307739,0,99,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,66,CEPVR,60,147,2,0,0.22166699171066284,0,147,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,67,AVDR,39,14,4,0,0.052344974130392075,0,14,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,71,MCL,88,88,1,1,0.5087997317314148,0,88,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,72,AWCR,54,33,9,0,0.009114784188568592,0,33,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,74,NSMR,92,92,1,1,0.4408780038356781,0,92,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,75,URYVR,155,66,5,0,0.02196967974305153,0,66,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,76,FLPL,61,2,2,0,0.4117192029953003,0,2,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,77,AVAL,34,40,2,0,0.2586002051830292,0,40,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,78,IL1DR,71,95,4,0,0.061927709728479385,0,95,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,80,NSML,91,91,1,1,0.46190929412841797,0,65,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,81,RMER,124,121,2,0,0.42015647888183594,0,121,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,82,IL2L,78,148,4,0,0.1413073092699051,0,148,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,83,RICR,104,104,1,1,0.5211877822875977,0,104,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,84,AWAL,49,51,2,0,0.4122005105018616,0,51,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,85,I2L,65,91,2,0,0.4294035732746124,0,91,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,89,AINL,13,13,1,1,0.5061686038970947,0,13,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,90,IL2DR,77,77,1,1,0.8074061870574951,0,77,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,91,ADAL,0,127,2,0,0.3614916503429413,0,127,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,92,I1R,64,64,1,1,0.8522677421569824,0,64,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,93,URADL,144,70,2,0,0.16726358234882355,0,70,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,94,ALA,19,150,5,0,0.04760853201150894,0,150,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,103,ASER,22,45,2,0,0.27003252506256104,0,45,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,108,AIZR,18,110,2,0,0.3069789707660675,0,110,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,109,IL1L,72,72,1,1,0.23866209387779236,0,72,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,111,SAAVL,131,34,2,0,0.2860395610332489,0,34,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,113,M3L,84,84,1,1,0.48440492153167725,0,84,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,117,RICL,103,103,1,1,0.6803241968154907,0,103,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,118,AINR,14,39,3,0,0.14168493449687958,0,39,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,119,RID,105,150,2,0,0.33082127571105957,0,105,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,122,ASGR,24,28,3,0,0.095386803150177,0,28,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,123,AVJL,44,44,1,1,0.4194616377353668,0,44,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,125,RIAR,100,100,1,1,0.42498573660850525,0,100,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,126,AIBL,9,9,1,1,0.8630215525627136,0,9,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,127,RMDDL,116,116,1,1,0.7469263076782227,0,116,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,128,M4,86,86,1,1,0.6101594567298889,0,86,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,129,AVJR,45,82,6,0,0.027251895517110825,0,82,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,130,SMDVL,142,4,3,0,0.11327684670686722,0,4,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,132,I3,67,90,2,0,0.43999406695365906,0,90,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,133,ASEL,21,38,2,0,0.17330530285835266,0,38,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,135,RIVR,115,115,1,1,0.4685327112674713,0,115,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,136,I1L,63,63,1,1,0.7564771175384521,0,63,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,137,RMDVL,120,120,1,1,0.5698995590209961,0,120,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-16-01__6e634151.npz,2023-01-16-01,138,CEPVL,59,59,1,1,0.3564300239086151,0,59,1
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-19-08__9b5cf9ce.npz,2023-01-19-08,1,ASGR,24,22,2,0,0.2541249394416809,0,22,0
atanas,3,42,test,geometry_only,w/o Activity,train__2023-01-19-08__9b5cf9ce.npz,2023-01-19-08,3,RMEL,123,123,1,1,0.3948400318622589,0,123,1
